respondent_id,true_segment,age_group,gender,city_tier,occupation,income_bracket,education,cricket_role,practice_days,data_importance,fantasy_cricket,pod_interest,monthly_rec_spend,psm_too_cheap,psm_reasonable,psm_expensive,psm_too_expensive,membership_wtp,digital_spend,food_delivery_freq,influence_source,tech_adoption,distance_tolerance,preferred_timeslot,nps_score,pod_conversion,pod_conversion_binary,realistic_monthly_spend,use_academy,use_boxcricket,use_bowlingmachine,use_homenet,use_videoanalysis,use_mobilegame,use_gym,disc_freetrial,disc_buy5get1,disc_student,disc_family,disc_offpeak,disc_referral,disc_academy,disc_corporate,feat_ai,feat_bowlingmachine,feat_batspeed,feat_footwork,feat_videoreplay,feat_leaderboard,feat_progressreport,feat_appbooking,brand_mrf,brand_sg,brand_ss,brand_kookaburra,brand_graynicolls,brand_adidasnike,brand_decathlon,brand_nopref,addon_smartbat,addon_wearables,addon_aicoaching,addon_highlights,addon_fitness,addon_merch,stream_hotstar,stream_jiocinema,stream_netflix,stream_prime,stream_youtube,stream_sonyliv,act_gym,act_yoga,act_othersport,act_swimming,act_videogaming,act_running,past_boxcricket,past_trampoline,past_vr,past_bowling,past_gokarting,past_fitclass,past_academy,past_golf,frust_nodata,frust_coachattention,frust_timing,frust_crowded,frust_distance,frust_cost,frust_equipment,frust_notracking,bar_price,bar_location,bar_humancoach,bar_aidistrust,bar_time,bar_notserious,bar_academy,bar_safety,bar_social,hh_self,hh_child,hh_spouse,hh_sibling,hh_parent
R0421,Semi_Pro,15-18,Male,Metro,College student,20K-40K,12th/Diploma,Coach,Daily,5,Active,5,2501-5000,,200-249,400-499,500-599,1000-1999,0,1-2/week,Self,Early majority,Up to 5km,Morning,10,Yes - definitely,1.0,3383.0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,1,1,0,0,0,0
R0422,Rising_Star,Under 15,Male,Tier 1,Salaried govt,Below 20K,Up to 10th,Regular,5-6,3,Occasional,5,1-500,150-199,200-249,300-399,500-599,Up to 499,501-1000,3-4/week,Coach,Early adopter,Up to 5km,Afternoon,10,Yes - if price right,1.0,232.0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1
R0423,Rising_Star,19-25,Male,Tier 2,College student,20K-40K,12th/Diploma,Regular,5-6,4,Active,5,1-500,200-249,250-299,400-499,300-399,Would not subscribe,501-1000,3-4/week,Parents/Family,Early adopter,Any distance,Evening,8,Yes - if price right,1.0,225.0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
R0424,Rising_Star,Under 15,Male,Rural,Professional,Above 150K,Up to 10th,Competitive,3-4,4,Aware not using,4,501-1000,100-149,100-149,400-499,500-599,Would not subscribe,201-500,1-2/week,Coach,Early adopter,Up to 3km,Afternoon,6,Yes - definitely,1.0,939.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0
R0425,Semi_Pro,26-35,Male,Metro,College student,40K-75K,12th/Diploma,Regular,5-6,5,Not interested,4,501-1000,150-199,250-299,400-499,600-799,Up to 499,201-500,Daily,Coach,Early adopter,Up to 10km,Morning,10,Yes - if price right,1.0,846.0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0
R0426,Corporate_Fan,36-50,Male,Metro,Salaried govt,75K-150K,12th/Diploma,Fan only,0,1,Aware not using,3,1001-2500,200-249,,400-499,600-799,500-999,201-500,1-2/week,Self,Early majority,Up to 5km,Night,8,Unlikely,0.0,1416.0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0,0,1,0,0,0,1,0,0,1,0
R0427,Rising_Star,Under 15,Male,Metro,Salaried private,Below 20K,12th/Diploma,Occasional,3-4,3,Aware not using,4,501-1000,100-149,250-299,300-399,600-799,2000-3000,201-500,Daily,Coach,Early adopter,Within 1km,Morning,8,Maybe,,580.0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0
R0428,Corporate_Fan,36-50,Male,Metro,Salaried private,75K-150K,Masters+,Fan only,0,2,Aware not using,3,2501-5000,,300-349,500-599,800+,Would not subscribe,1-200,1-2/week,Parents/Family,Early majority,Up to 10km,Night,8,Unlikely,0.0,2804.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0.0,,0.0,,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1,1,1,0,0,1,0,0,0,0
R0429,Rising_Star,15-18,Male,Tier 1,Professional,20K-40K,Masters+,Regular,1-2,5,Aware not using,4,Above 5000,Below 50,200-249,300-399,500-599,Up to 499,201-500,3-4/week,Parents/Family,Early adopter,Up to 3km,Early morning,7,Yes - definitely,1.0,4500.0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0
R0430,Corporate_Fan,36-50,Male,Metro,Salaried govt,75K-150K,Bachelors,Occasional,0,3,Occasional,3,501-1000,150-199,150-199,400-499,,1000-1999,201-500,1-2/week,Self,Early majority,Any distance,Evening,5,Unlikely,0.0,685.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0
R0431,Sceptic,36-50,Male,Tier 1,School student,Below 20K,12th/Diploma,Occasional,1-2,1,Not interested,1,1001-2500,150-199,200-249,200-299,500-599,Would not subscribe,Above 1000,3-4/week,Friends/Teammates,Laggard,Up to 3km,Afternoon,4,No,0.0,1108.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0
R0432,Corporate_Fan,36-50,Female,Metro,College student,75K-150K,Masters+,Occasional,0,1,Occasional,3,2501-5000,150-199,200-249,300-399,800+,Up to 499,0,Daily,Self,Late majority,Up to 3km,Evening,4,Unlikely,0.0,3232.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0
R0433,Semi_Pro,19-25,Male,Metro,Self-employed,20K-40K,12th/Diploma,Competitive,Daily,4,Active,5,501-1000,100-149,250-299,300-399,500-599,1000-1999,201-500,1-2/week,Self,Early majority,Up to 5km,Morning,7,Yes - definitely,1.0,938.0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1.0,,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0
R0434,Corporate_Fan,26-35,Male,Tier 2,Salaried govt,75K-150K,Masters+,Regular,3-4,2,Aware not using,3,2501-5000,150-199,300-349,500-599,400-499,Would not subscribe,201-500,1-2/week,Self,Early adopter,Up to 10km,Evening,7,Unlikely,0.0,3959.0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0
R0435,Rising_Star,19-25,Male,Tier 1,Salaried private,Below 20K,Bachelors,Fan only,1-2,5,Aware not using,5,501-1000,150-199,100-149,400-499,300-399,Up to 499,501-1000,Daily,Coach,Early majority,Up to 3km,Evening,8,Maybe,,416.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0
R0436,Rising_Star,26-35,Male,Tier 1,Salaried private,Above 150K,12th/Diploma,Competitive,5-6,5,Active,4,1001-2500,150-199,200-249,300-399,500-599,2000-3000,201-500,Daily,Coach,Early majority,Up to 3km,Early morning,6,Yes - definitely,1.0,2356.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0
R0437,Rising_Star,15-18,Female,Tier 1,College student,Below 20K,Up to 10th,Occasional,3-4,3,Not interested,4,1001-2500,100-149,150-199,300-399,800+,500-999,1-200,3-4/week,Parents/Family,Early majority,Up to 3km,Morning,7,Yes - if price right,1.0,1147.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0
R0438,Recreational_Adult,26-35,Male,Metro,Self-employed,75K-150K,Up to 10th,Regular,5-6,3,Active,3,2501-5000,50-99,200-249,500-599,300-399,Up to 499,201-500,1-2/week,Self,Laggard,Up to 5km,Morning,4,Yes - if price right,1.0,3741.0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0,1,0,1,0,0
R0439,Semi_Pro,19-25,Male,Tier 2,Homemaker,75K-150K,Bachelors,Competitive,5-6,5,Aware not using,4,2501-5000,100-149,250-299,500-599,800+,Above 3000,1-200,Rarely,Self,Early majority,Up to 5km,Morning,8,Yes - definitely,1.0,4407.0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0
R0440,Semi_Pro,26-35,Male,Tier 1,College student,20K-40K,Bachelors,Competitive,3-4,3,Not interested,3,2501-5000,200-249,250-299,400-499,400-499,500-999,201-500,1-2/week,Coach,Laggard,Any distance,Afternoon,8,Yes - if price right,1.0,3928.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0,0,1,1,0,1,0,0,0,0
R0441,Corporate_Fan,50+,Male,Metro,Self-employed,40K-75K,Masters+,Fan only,0,2,Active,3,501-1000,100-149,,500-599,500-599,Would not subscribe,501-1000,3-4/week,Coach,Early majority,Within 1km,Afternoon,7,Unlikely,0.0,487.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0,0,0,0,0,1,0,0,0,0
R0442,Rising_Star,Under 15,Male,Tier 3,School student,20K-40K,12th/Diploma,Competitive,Daily,4,Not interested,5,Above 5000,150-199,300-349,400-499,600-799,2000-3000,201-500,1-2/week,Coach,Early majority,Up to 3km,Early morning,8,Yes - if price right,1.0,4500.0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,,,1.0,,,0.0,1.0,0.0,0,0,0,0,1,1,0,0,1,0
R0443,Semi_Pro,15-18,Female,Tier 2,College student,Above 150K,Bachelors,Regular,3-4,5,Not interested,5,2501-5000,50-99,300-349,500-599,800+,1000-1999,201-500,Rarely,Coach,Early adopter,Up to 5km,Night,8,Yes - definitely,1.0,4208.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R0444,Rising_Star,15-18,Female,Tier 2,College student,40K-75K,Up to 10th,Occasional,5-6,2,Aware not using,4,1001-2500,200-249,300-349,300-399,400-499,1000-1999,0,Daily,Friends/Teammates,Early adopter,Up to 3km,Afternoon,7,Yes - if price right,1.0,1481.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0
R0445,Rising_Star,15-18,Male,Metro,Self-employed,20K-40K,12th/Diploma,Competitive,1-2,4,Not interested,4,2501-5000,100-149,150-199,300-399,800+,Would not subscribe,201-500,3-4/week,Parents/Family,Early adopter,Up to 10km,Evening,5,Yes - if price right,1.0,3841.0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1.0,,,1.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R0446,Semi_Pro,19-25,Male,Metro,School student,Below 20K,12th/Diploma,Competitive,5-6,5,Aware not using,5,501-1000,150-199,300-349,300-399,,500-999,Above 1000,3-4/week,Friends/Teammates,Laggard,Any distance,Evening,8,Yes - if price right,1.0,689.0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0
R0447,Sceptic,15-18,Male,Tier 2,Salaried private,75K-150K,Bachelors,Coach,0,3,Aware not using,2,1-500,100-149,150-199,400-499,500-599,1000-1999,1-200,Daily,Parents/Family,Late majority,Up to 5km,Morning,4,Maybe,,329.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,1,1,1,0,0,0,0
R0448,Semi_Pro,19-25,Male,Tier 1,Salaried private,Below 20K,Bachelors,Competitive,3-4,4,Aware not using,5,2501-5000,150-199,150-199,400-499,600-799,500-999,501-1000,1-2/week,Coach,Laggard,Any distance,Afternoon,9,Maybe,,3661.0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,,0.0,,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,1,0,1,0,0,1,0,0,1,0
R0449,Rising_Star,15-18,Male,Tier 2,School student,Below 20K,Bachelors,Competitive,1-2,3,Occasional,3,2501-5000,150-199,200-249,600+,400-499,1000-1999,201-500,1-2/week,Parents/Family,Late majority,Up to 10km,Afternoon,9,Yes - if price right,1.0,3632.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1
R0450,Semi_Pro,19-25,Male,Tier 2,Salaried govt,20K-40K,Bachelors,Competitive,3-4,4,Occasional,4,2501-5000,,200-249,300-399,300-399,2000-3000,501-1000,Daily,Friends/Teammates,Late majority,Up to 3km,Early morning,10,Yes - if price right,1.0,3723.0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0
R0451,Rising_Star,19-25,Female,Metro,Professional,20K-40K,Up to 10th,Competitive,5-6,4,Active,4,501-1000,50-99,250-299,300-399,300-399,500-999,1-200,Daily,Parents/Family,Laggard,Within 1km,Early morning,10,Yes - if price right,1.0,1091.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0
R0452,Corporate_Fan,36-50,Other/PNS,Metro,Salaried private,Above 150K,Masters+,Regular,1-2,3,Active,3,501-1000,100-149,150-199,500-599,300-399,1000-1999,Above 1000,Rarely,Friends/Teammates,Early majority,Up to 10km,Afternoon,4,Yes - if price right,1.0,1091.0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,1,0,0
R0453,Semi_Pro,19-25,Male,Tier 1,College student,75K-150K,Bachelors,Regular,3-4,5,Not interested,5,1001-2500,150-199,250-299,500-599,400-499,2000-3000,1-200,1-2/week,Coach,Late majority,Any distance,Morning,9,Yes - definitely,1.0,1849.0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0
R0454,Rising_Star,19-25,Male,Metro,Other,Below 20K,Bachelors,Regular,3-4,3,Not interested,3,501-1000,100-149,150-199,500-599,300-399,1000-1999,1-200,1-2/week,Employer,Late majority,Up to 10km,Morning,8,Yes - if price right,1.0,809.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0
R0455,Rising_Star,15-18,Male,Tier 2,School student,20K-40K,12th/Diploma,Competitive,1-2,4,Not interested,3,2501-5000,50-99,150-199,300-399,300-399,500-999,0,Rarely,Self,Early majority,Up to 5km,Morning,7,Yes - if price right,1.0,3874.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0
R0456,Rising_Star,15-18,Male,Tier 2,School student,40K-75K,Bachelors,Regular,5-6,3,Active,1,1001-2500,150-199,250-299,600+,400-499,500-999,201-500,1-2/week,Parents/Family,Early majority,Up to 3km,Afternoon,7,Yes - definitely,1.0,1728.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0
R0457,Sceptic,26-35,Male,Tier 1,Other,40K-75K,12th/Diploma,Fan only,1-2,2,Not interested,1,1-500,50-99,150-199,600+,300-399,Would not subscribe,201-500,Rarely,Self,Tech avoider,Up to 5km,Morning,4,Unlikely,0.0,267.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,0,1,1,1,0,0,0,0,0
R0458,Recreational_Adult,15-18,Male,Tier 2,Homemaker,20K-40K,Bachelors,Occasional,3-4,4,Occasional,4,501-1000,50-99,200-249,600+,400-499,Would not subscribe,201-500,3-4/week,Social media,Laggard,Up to 5km,Evening,7,Yes - if price right,1.0,612.0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
R0459,Corporate_Fan,26-35,Male,Metro,Salaried govt,40K-75K,Masters+,Occasional,3-4,1,Active,2,Above 5000,100-149,300-349,500-599,400-499,1000-1999,1-200,1-2/week,Social media,Early adopter,Any distance,Early morning,4,Maybe,,4500.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0
R0460,Semi_Pro,19-25,Male,Tier 2,Salaried private,40K-75K,12th/Diploma,Competitive,3-4,4,Aware not using,4,1001-2500,150-199,300-349,500-599,300-399,Above 3000,501-1000,Daily,Coach,Early adopter,Up to 10km,Evening,6,Yes - definitely,1.0,1774.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,,,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,1,0
R0461,Recreational_Adult,36-50,Male,Metro,Homemaker,Above 150K,Masters+,Regular,1-2,2,Occasional,3,1-500,Below 50,200-249,200-299,500-599,Would not subscribe,1-200,1-2/week,Parents/Family,Early majority,Up to 3km,Evening,6,Yes - if price right,1.0,421.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,1,0
R0462,Rising_Star,19-25,Male,Tier 2,College student,40K-75K,12th/Diploma,Competitive,Daily,4,Not interested,4,501-1000,150-199,150-199,300-399,600-799,1000-1999,501-1000,1-2/week,Coach,Late majority,Up to 5km,Morning,7,Yes - definitely,1.0,960.0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1.0,,0.0,,0.0,0.0,,0.0,1.0,0.0,,0.0,0,0,0,1,0,1,0,0,0,0
